application_id,age,annual_income,employment_length,loan_amount,loan_purpose,interest_rate,dti_ratio,num_open_accounts,num_past_delinquencies,home_ownership,credit_score,months_since_last_delinq,default
31897,45,46915.0,6.4,12277.0,car,5.0,0.186,2,0,mortgage,780.0,,0
31898,33,48848.0,4.6,7303.0,debt_consolidation,12.83,0.461,6,1,mortgage,713.0,41.0,0
31899,42,50337.0,3.3,25624.0,debt_consolidation,13.72,0.328,4,2,own,634.0,19.0,0
31900,59,62244.0,7.8,5927.0,medical,8.82,0.255,3,0,rent,707.0,,0
31901,30,85329.0,6.6,16161.0,debt_consolidation,7.1,0.11,11,1,rent,749.0,10.0,0
31902,49,70028.0,4.0,14990.0,medical,14.46,0.474,3,0,rent,674.0,,1
31903,23,61758.0,,38362.0,car,11.68,0.379,5,2,mortgage,668.0,3.0,0
31904,29,86724.0,10.8,9490.0,other,7.83,0.089,5,1,mortgage,759.0,10.0,0
31905,55,36419.0,5.1,5604.0,other,7.18,0.159,8,1,own,717.0,5.0,0
31906,49,97925.0,1.2,15634.0,debt_consolidation,13.81,0.453,7,0,rent,603.0,,0
31907,51,75065.0,0.6,8055.0,debt_consolidation,9.51,0.368,5,1,mortgage,737.0,25.0,0
31908,32,46521.0,1.6,24042.0,debt_consolidation,7.89,0.13,9,0,mortgage,724.0,,0
31909,31,67344.0,24.4,9264.0,car,11.32,0.489,7,0,mortgage,709.0,,0
31910,42,70945.0,5.4,23139.0,debt_consolidation,8.32,0.113,4,0,rent,708.0,,0
31911,27,30000.0,4.0,18738.0,debt_consolidation,8.8,0.35,6,0,rent,728.0,,0
31912,65,140497.0,,18723.0,debt_consolidation,8.09,0.287,8,0,rent,709.0,,0
31913,34,111195.0,,4168.0,car,11.99,0.419,4,0,mortgage,698.0,,0
31914,56,40251.0,10.9,27800.0,debt_consolidation,7.8,0.178,6,2,rent,719.0,6.0,0
31915,28,44401.0,1.1,18099.0,debt_consolidation,11.97,0.387,5,0,mortgage,670.0,,0
31916,53,131237.0,,23561.0,other,8.53,0.167,3,0,rent,748.0,,0
31917,31,85586.0,11.3,11682.0,debt_consolidation,9.95,0.345,8,0,rent,718.0,,0
31918,35,77314.0,1.5,12838.0,debt_consolidation,15.15,0.544,11,0,rent,616.0,,0
31919,41,81591.0,9.0,11940.0,car,10.65,0.4,4,1,own,,71.0,0
31920,27,73398.0,0.5,14327.0,medical,6.51,0.096,10,1,mortgage,737.0,5.0,0
31921,27,38415.0,6.5,8608.0,debt_consolidation,12.35,0.29,6,0,own,731.0,,1
31922,58,56749.0,12.2,12097.0,other,7.69,0.239,4,0,mortgage,726.0,,0
31923,38,103358.0,,17056.0,car,9.12,0.305,5,2,rent,676.0,39.0,0
31924,49,93958.0,3.3,9775.0,debt_consolidation,9.05,0.353,1,0,rent,697.0,,0
31925,53,81100.0,4.9,17002.0,debt_consolidation,13.62,0.371,5,0,mortgage,627.0,,0
31926,52,53051.0,9.8,93931.0,debt_consolidation,12.66,0.484,7,0,mortgage,703.0,,0
31927,52,110828.0,1.6,15986.0,debt_consolidation,8.45,0.263,8,0,mortgage,745.0,,0
31928,69,49917.0,3.3,31216.0,car,7.43,0.224,5,0,rent,739.0,,0
31929,52,138270.0,1.8,66086.0,debt_consolidation,12.35,0.289,12,1,mortgage,645.0,6.0,0
31930,38,47606.0,7.4,39901.0,debt_consolidation,8.75,0.43,5,0,own,744.0,,0
31931,35,43847.0,2.5,37835.0,debt_consolidation,12.47,0.32,5,1,rent,650.0,14.0,0
31932,61,75259.0,9.6,22379.0,medical,9.43,0.29,11,0,mortgage,676.0,,0
31933,42,74187.0,8.3,11020.0,debt_consolidation,8.53,0.341,7,1,own,708.0,17.0,0
31934,48,72680.0,1.5,30806.0,other,10.49,0.254,5,1,mortgage,675.0,12.0,0
31935,61,40940.0,10.2,10712.0,debt_consolidation,9.86,0.407,3,0,rent,719.0,,0
31936,32,77158.0,2.5,67027.0,debt_consolidation,13.47,0.54,2,1,mortgage,649.0,11.0,0
31937,32,99173.0,13.5,25757.0,debt_consolidation,5.3,0.244,14,0,rent,820.0,,0
31938,23,58422.0,8.5,5630.0,medical,10.25,0.217,6,0,mortgage,722.0,,1
31939,24,30396.0,14.6,17166.0,car,11.95,0.515,7,0,own,671.0,,0
31940,51,64243.0,8.8,23448.0,debt_consolidation,10.59,0.218,5,3,mortgage,697.0,14.0,0
31941,46,41356.0,0.7,10498.0,other,8.75,0.279,7,1,mortgage,736.0,46.0,0
31942,35,30000.0,0.7,21698.0,debt_consolidation,13.95,0.459,3,0,rent,608.0,,0
31943,31,49591.0,5.4,10502.0,medical,8.44,0.182,6,0,rent,720.0,,0
31944,55,149718.0,4.0,23360.0,medical,8.84,0.395,11,1,own,744.0,16.0,0
31945,25,59076.0,2.0,8686.0,medical,10.0,0.217,4,0,mortgage,689.0,,0
31946,56,64071.0,11.4,25445.0,medical,8.15,0.288,6,0,mortgage,710.0,,0
31947,66,104665.0,6.9,14931.0,debt_consolidation,11.14,0.235,6,1,rent,725.0,2.0,1
31948,43,89231.0,9.7,12359.0,car,11.43,0.271,6,0,mortgage,628.0,,0
31949,45,35416.0,6.9,5625.0,medical,10.61,0.17,5,1,rent,634.0,12.0,0
31950,47,160500.0,0.3,15947.0,other,11.54,0.32,8,1,mortgage,718.0,3.0,0
31951,25,67018.0,0.4,9736.0,debt_consolidation,6.77,0.365,6,1,rent,721.0,8.0,0
31952,52,106787.0,2.6,10753.0,other,15.42,0.499,6,0,mortgage,587.0,,0
31953,39,50756.0,10.0,7228.0,car,13.77,0.402,10,0,rent,682.0,,0
31954,44,30000.0,1.2,18392.0,other,14.54,0.749,8,1,rent,634.0,3.0,0
31955,22,57147.0,6.5,19752.0,other,7.67,0.286,8,0,mortgage,772.0,,0
31956,64,45866.0,7.1,21894.0,car,9.2,0.418,3,0,mortgage,748.0,,0
31957,37,111155.0,7.6,10140.0,medical,15.84,0.486,14,0,mortgage,648.0,,1
31958,24,32215.0,0.1,14077.0,debt_consolidation,9.93,0.359,3,0,rent,698.0,,0
31959,60,74773.0,2.3,13801.0,other,10.1,0.08,8,2,rent,708.0,55.0,0
31960,69,100994.0,2.3,22957.0,debt_consolidation,7.43,0.295,4,0,mortgage,722.0,,0
31961,46,83373.0,10.8,11177.0,other,11.63,0.235,2,1,mortgage,684.0,53.0,1
31962,22,48077.0,7.6,8192.0,debt_consolidation,9.63,0.397,6,0,rent,692.0,,0
31963,70,34777.0,2.5,16368.0,medical,8.51,0.382,6,0,mortgage,689.0,,0
31964,31,32213.0,1.6,8472.0,debt_consolidation,13.33,0.538,6,1,mortgage,688.0,15.0,0
31965,33,45650.0,0.3,9714.0,debt_consolidation,9.38,0.341,9,1,mortgage,740.0,7.0,0
31966,56,38409.0,2.0,38572.0,medical,12.89,0.52,3,0,rent,682.0,,0
31967,37,63431.0,4.5,8431.0,debt_consolidation,11.38,0.295,4,2,own,680.0,12.0,1
31968,25,43503.0,1.3,14985.0,other,9.44,0.156,10,0,mortgage,714.0,,0
31969,55,40291.0,6.4,16775.0,medical,8.74,0.297,3,1,rent,701.0,17.0,0
31970,34,34027.0,5.5,11233.0,other,11.44,0.456,5,0,mortgage,715.0,,0
31971,64,36796.0,2.4,20734.0,debt_consolidation,8.69,0.418,7,0,mortgage,741.0,,0
31972,28,60825.0,4.4,10100.0,car,10.19,0.398,6,0,mortgage,723.0,,0
31973,66,54653.0,0.3,15864.0,debt_consolidation,9.26,0.158,10,1,mortgage,728.0,18.0,0
31974,57,73655.0,4.4,12260.0,debt_consolidation,9.5,0.428,3,0,rent,719.0,,0
31975,32,61642.0,3.0,34184.0,medical,9.26,0.534,4,0,own,788.0,,0
31976,49,63819.0,1.9,28458.0,medical,13.22,0.415,4,0,rent,672.0,,1
31977,67,102233.0,11.7,11064.0,debt_consolidation,9.89,0.254,6,0,mortgage,719.0,,0
31978,24,31409.0,1.5,18622.0,car,9.48,0.208,7,0,own,710.0,,0
31979,61,99590.0,7.0,10658.0,other,8.79,0.301,11,0,mortgage,761.0,,0
31980,44,81302.0,1.9,9966.0,other,9.69,0.277,3,1,mortgage,717.0,3.0,0
31981,68,70222.0,0.1,24418.0,car,12.08,0.479,5,0,own,641.0,,0
31982,31,44120.0,4.2,25138.0,medical,18.11,0.59,3,1,own,648.0,3.0,1
31983,56,73748.0,,9799.0,debt_consolidation,11.39,0.475,6,1,mortgage,687.0,10.0,0
31984,69,94368.0,6.7,23340.0,other,10.63,0.201,6,1,mortgage,684.0,18.0,0
31985,38,35140.0,11.7,6937.0,car,9.17,0.369,4,0,rent,695.0,,0
31986,26,81144.0,1.7,27646.0,debt_consolidation,7.56,0.036,9,0,mortgage,707.0,,0
31987,40,145863.0,0.3,24924.0,debt_consolidation,8.91,0.13,4,1,mortgage,700.0,31.0,0
31988,50,68267.0,4.0,13030.0,debt_consolidation,8.63,0.153,7,0,mortgage,,,0
31989,52,127649.0,2.2,14037.0,medical,5.33,0.231,7,0,own,739.0,,0
31990,45,84818.0,0.4,16772.0,debt_consolidation,9.21,0.325,4,0,mortgage,699.0,,0
31991,67,86017.0,4.2,12084.0,debt_consolidation,12.18,0.342,9,0,rent,659.0,,0
31992,49,51020.0,1.6,34436.0,debt_consolidation,12.5,0.377,8,2,rent,642.0,70.0,0
31993,53,61216.0,4.1,37206.0,debt_consolidation,11.03,0.319,6,2,own,673.0,32.0,0
31994,68,49368.0,,16500.0,debt_consolidation,8.24,0.472,10,0,mortgage,774.0,,0
31995,67,116797.0,0.9,21487.0,other,12.61,0.382,9,1,rent,666.0,8.0,0
31996,38,47197.0,16.4,16417.0,other,10.86,0.204,8,1,rent,626.0,5.0,0
31997,35,143425.0,1.1,19330.0,car,7.7,0.05,5,1,mortgage,714.0,14.0,0
31998,58,89120.0,20.1,13818.0,debt_consolidation,8.21,0.295,10,1,rent,769.0,32.0,0
31999,47,82643.0,6.2,8307.0,other,12.0,0.374,1,1,rent,683.0,8.0,1
32000,43,37361.0,2.3,62340.0,debt_consolidation,13.45,0.381,8,1,rent,702.0,1.0,1
32001,55,97258.0,9.1,65367.0,car,12.5,0.347,6,0,mortgage,677.0,,0
32002,54,64959.0,17.4,40520.0,car,9.4,0.555,5,0,rent,705.0,,0
32003,66,58993.0,6.3,43294.0,debt_consolidation,12.82,0.448,11,0,rent,685.0,,0
32004,39,49385.0,2.2,11634.0,debt_consolidation,11.35,0.421,5,0,own,691.0,,0
32005,58,41854.0,1.2,3727.0,debt_consolidation,9.0,0.307,6,0,rent,735.0,,0
32006,32,64111.0,2.6,12235.0,other,7.94,0.326,1,0,own,777.0,,0
32007,67,70869.0,11.8,8364.0,debt_consolidation,10.9,0.379,6,0,mortgage,673.0,,0
32008,25,33948.0,22.1,19562.0,other,7.89,0.395,5,0,mortgage,764.0,,0
32009,58,92238.0,3.4,9765.0,medical,13.0,0.392,8,2,own,651.0,12.0,0
32010,26,160713.0,1.3,24498.0,car,7.78,0.304,3,0,mortgage,706.0,,0
32011,65,39874.0,7.9,36830.0,debt_consolidation,11.99,0.38,5,0,own,682.0,,0
32012,68,72945.0,6.4,5045.0,other,9.24,0.291,5,0,rent,758.0,,0
32013,61,156585.0,0.7,8352.0,car,6.26,0.254,4,0,mortgage,763.0,,0
32014,60,52075.0,1.7,7522.0,debt_consolidation,9.82,0.285,6,0,mortgage,691.0,,0
32015,44,83044.0,1.5,3380.0,other,6.38,0.069,3,0,mortgage,732.0,,0
32016,33,76585.0,6.0,24690.0,other,8.51,0.317,4,2,rent,672.0,78.0,0
32017,70,104188.0,9.2,8157.0,medical,10.31,0.065,7,1,own,636.0,3.0,0
32018,47,157890.0,2.7,19862.0,car,12.46,0.433,3,1,mortgage,715.0,68.0,1
32019,61,33179.0,4.4,7776.0,debt_consolidation,9.21,0.389,3,0,mortgage,685.0,,0
32020,56,78946.0,0.2,9183.0,medical,7.15,0.11,4,0,rent,722.0,,0
32021,56,57825.0,0.3,14127.0,debt_consolidation,11.72,0.377,6,0,rent,714.0,,0
32022,38,64811.0,,15157.0,other,9.28,0.408,10,0,mortgage,700.0,,0
32023,42,68799.0,0.6,13681.0,debt_consolidation,7.35,0.277,5,0,mortgage,728.0,,0
32024,42,59060.0,2.4,16528.0,debt_consolidation,9.61,0.217,12,0,mortgage,675.0,,0
32025,51,43314.0,2.4,25217.0,medical,10.21,0.574,4,0,mortgage,723.0,,0
32026,56,45798.0,2.9,22336.0,other,12.32,0.5,6,1,rent,,8.0,0
32027,30,164246.0,2.6,14596.0,medical,6.68,0.191,5,0,rent,770.0,,0
32028,32,34276.0,5.9,14118.0,debt_consolidation,11.33,0.416,4,0,mortgage,707.0,,0
32029,23,105232.0,0.3,17291.0,medical,12.23,0.478,3,1,rent,668.0,1.0,0
32030,47,43443.0,1.0,16647.0,medical,10.83,0.406,4,0,mortgage,674.0,,0
32031,54,74875.0,1.1,10943.0,medical,9.62,0.226,11,0,rent,735.0,,0
32032,31,153883.0,2.7,34474.0,debt_consolidation,8.87,0.248,9,0,rent,753.0,,0
32033,56,103600.0,1.4,17561.0,medical,12.08,0.464,6,0,rent,669.0,,0
32034,21,31346.0,11.6,17129.0,debt_consolidation,9.59,0.51,6,0,mortgage,709.0,,0
32035,64,64722.0,11.1,7913.0,other,11.75,0.54,1,0,mortgage,743.0,,0
32036,55,71254.0,2.2,8474.0,debt_consolidation,12.5,0.57,3,0,rent,696.0,,0
32037,55,114623.0,2.0,7614.0,debt_consolidation,13.51,0.64,8,2,rent,682.0,72.0,0
32038,56,74005.0,9.0,16834.0,debt_consolidation,8.11,0.127,5,1,own,761.0,25.0,0
32039,38,61429.0,3.2,17906.0,debt_consolidation,11.67,0.239,3,2,mortgage,660.0,8.0,0
32040,70,168001.0,3.8,11349.0,medical,7.85,0.263,8,0,rent,756.0,,0
32041,58,148991.0,5.4,9217.0,debt_consolidation,12.81,0.253,9,1,mortgage,693.0,4.0,0
32042,30,86421.0,2.9,15801.0,other,6.48,0.293,10,0,rent,717.0,,0
32043,67,57640.0,0.5,31646.0,car,15.89,0.414,11,1,mortgage,577.0,50.0,1
32044,57,30000.0,1.9,12266.0,car,11.21,0.566,5,0,mortgage,682.0,,0
32045,36,36702.0,0.9,17707.0,other,6.69,0.186,7,0,mortgage,716.0,,0
32046,68,38319.0,15.7,14846.0,debt_consolidation,9.66,0.318,8,0,mortgage,713.0,,0
32047,33,62442.0,0.9,11103.0,debt_consolidation,5.0,0.106,2,0,rent,717.0,,0
32048,53,108847.0,18.0,13812.0,debt_consolidation,13.05,0.397,6,2,rent,642.0,6.0,0
32049,54,174516.0,1.7,37253.0,medical,9.72,0.407,4,1,mortgage,722.0,39.0,0
32050,69,136792.0,0.2,13097.0,car,10.39,0.403,5,0,rent,747.0,,0
32051,49,50814.0,0.2,21834.0,car,8.35,0.262,6,1,mortgage,695.0,1.0,0
32052,70,86857.0,4.1,15587.0,debt_consolidation,10.27,0.401,7,0,own,684.0,,0
32053,35,77785.0,4.8,22300.0,debt_consolidation,6.45,0.123,10,0,mortgage,754.0,,0
32054,61,36804.0,4.7,7964.0,debt_consolidation,8.57,0.24,10,0,rent,,,0
32055,33,43321.0,2.5,20323.0,debt_consolidation,8.1,0.236,7,0,rent,690.0,,0
32056,70,63825.0,1.3,22886.0,debt_consolidation,8.32,0.457,6,0,mortgage,690.0,,0
32057,59,191733.0,0.0,11168.0,debt_consolidation,8.85,0.257,7,0,rent,778.0,,0
32058,52,84499.0,2.3,8261.0,other,8.4,0.307,5,0,rent,672.0,,0
32059,24,33734.0,6.1,63404.0,debt_consolidation,13.5,0.446,5,0,mortgage,,,0
32060,45,56577.0,,28639.0,medical,10.63,0.282,5,0,rent,685.0,,0
32061,28,76351.0,2.1,26609.0,debt_consolidation,16.77,0.547,4,0,rent,632.0,,1
32062,66,67915.0,6.3,33814.0,debt_consolidation,9.66,0.358,9,0,rent,677.0,,0
32063,39,56516.0,0.7,38684.0,debt_consolidation,12.12,0.508,5,1,mortgage,712.0,25.0,0
32064,62,103708.0,1.5,11442.0,other,11.78,0.302,3,1,mortgage,650.0,42.0,0
32065,66,142869.0,1.4,25473.0,car,9.06,0.303,1,0,rent,727.0,,0
32066,26,106599.0,2.6,10257.0,other,10.32,0.195,7,0,mortgage,686.0,,0
32067,58,63920.0,12.7,11344.0,debt_consolidation,9.08,0.241,3,0,rent,735.0,,0
32068,36,60591.0,3.7,16592.0,debt_consolidation,7.72,0.258,3,1,own,,14.0,0
32069,26,53661.0,12.3,7873.0,other,12.97,0.36,6,1,own,648.0,11.0,0
32070,34,103809.0,0.7,50428.0,debt_consolidation,11.62,0.385,2,1,own,704.0,8.0,0
32071,48,58404.0,0.7,14098.0,car,8.72,0.305,3,0,mortgage,750.0,,0
32072,63,31546.0,0.3,13927.0,other,10.09,0.356,4,1,mortgage,677.0,45.0,0
32073,55,89570.0,6.5,24514.0,medical,8.54,0.346,7,0,mortgage,730.0,,0
32074,32,80992.0,4.0,13439.0,car,8.79,0.439,4,2,own,698.0,50.0,0
32075,35,54082.0,1.3,13030.0,debt_consolidation,10.26,0.294,5,1,mortgage,684.0,10.0,0
32076,36,150257.0,8.8,11930.0,debt_consolidation,5.6,0.169,9,0,mortgage,752.0,,0
32077,57,57043.0,0.3,23573.0,car,12.59,0.477,5,0,rent,657.0,,0
32078,46,130317.0,4.4,9443.0,debt_consolidation,15.23,0.462,8,1,mortgage,644.0,11.0,1
32079,22,32972.0,2.6,10588.0,other,9.0,0.327,7,0,own,706.0,,0
32080,24,69024.0,2.8,13187.0,debt_consolidation,11.98,0.341,2,1,mortgage,721.0,1.0,0
32081,24,42359.0,2.7,15521.0,debt_consolidation,13.05,0.287,4,1,mortgage,638.0,10.0,0
32082,69,74623.0,13.7,16747.0,debt_consolidation,7.82,0.296,5,1,mortgage,749.0,32.0,0
32083,46,96999.0,20.0,10810.0,car,11.33,0.503,8,0,rent,691.0,,0
32084,45,53006.0,8.6,11350.0,other,8.99,0.373,9,0,mortgage,744.0,,0
32085,59,53709.0,1.2,25591.0,other,8.54,0.184,7,1,rent,697.0,1.0,0
32086,30,57093.0,,21594.0,medical,8.82,0.232,3,2,rent,686.0,30.0,0
32087,22,327031.0,6.4,26325.0,debt_consolidation,10.68,0.401,9,1,mortgage,646.0,2.0,0
32088,34,70695.0,0.8,14135.0,car,13.16,0.33,9,1,rent,686.0,84.0,1
32089,31,67688.0,3.2,22771.0,debt_consolidation,9.48,0.216,4,0,mortgage,746.0,,0
32090,60,89855.0,4.8,10409.0,debt_consolidation,9.45,0.272,7,1,rent,715.0,8.0,0
32091,61,34299.0,,14929.0,medical,8.22,0.233,5,0,own,710.0,,0
32092,52,107471.0,1.6,27258.0,debt_consolidation,8.07,0.336,5,0,rent,788.0,,0
32093,66,104728.0,3.5,17092.0,car,7.74,0.092,8,0,rent,728.0,,0
32094,44,30532.0,4.0,28606.0,car,10.26,0.37,9,0,rent,691.0,,0
32095,33,189380.0,23.8,13833.0,debt_consolidation,5.35,0.28,4,1,mortgage,799.0,3.0,0
32096,37,65712.0,0.3,15255.0,debt_consolidation,11.95,0.422,5,1,rent,712.0,1.0,0
32097,28,37744.0,9.0,31423.0,medical,7.42,0.408,10,0,own,730.0,,0
32098,66,87566.0,0.9,4751.0,car,9.23,0.19,5,0,mortgage,776.0,,0
32099,51,46936.0,0.4,30448.0,medical,7.9,0.192,4,0,rent,747.0,,0
32100,59,35622.0,15.2,19231.0,car,7.84,0.401,10,0,own,763.0,,0
32101,35,57412.0,4.6,17767.0,car,11.3,0.487,8,0,mortgage,726.0,,0
32102,56,65396.0,31.6,5773.0,car,14.58,0.368,1,2,mortgage,644.0,7.0,0
32103,37,32309.0,3.9,10376.0,medical,8.57,0.344,7,0,own,729.0,,0
32104,43,47708.0,1.9,26551.0,medical,11.93,0.401,5,2,own,692.0,1.0,1
32105,53,44836.0,4.0,19920.0,medical,10.97,0.26,2,0,mortgage,698.0,,0
32106,70,65968.0,32.3,11386.0,debt_consolidation,14.77,0.486,9,1,rent,,1.0,1
32107,48,93116.0,6.5,20962.0,debt_consolidation,7.68,0.191,9,1,rent,744.0,4.0,0
32108,56,77206.0,5.7,11993.0,debt_consolidation,8.42,0.221,4,1,rent,696.0,17.0,0
32109,50,69266.0,3.6,12039.0,debt_consolidation,10.6,0.373,6,1,rent,669.0,21.0,0
32110,42,30000.0,0.6,81692.0,car,14.28,0.694,4,1,rent,631.0,2.0,0
32111,67,75440.0,4.8,11537.0,debt_consolidation,9.83,0.443,7,0,mortgage,734.0,,0
32112,69,47265.0,1.8,2917.0,car,7.19,0.151,5,0,mortgage,732.0,,0
32113,36,30126.0,6.2,11101.0,debt_consolidation,9.13,0.044,5,0,rent,733.0,,1
32114,65,112330.0,4.9,6038.0,car,8.19,0.309,6,0,mortgage,710.0,,0
32115,43,37237.0,1.6,9742.0,debt_consolidation,5.05,0.077,3,0,rent,823.0,,0
32116,57,75956.0,2.6,12587.0,car,9.92,0.428,3,0,own,737.0,,0
32117,46,55300.0,1.3,7603.0,other,10.13,0.342,4,0,mortgage,705.0,,0
32118,59,47873.0,0.0,43456.0,other,8.84,0.359,4,1,rent,714.0,1.0,0
32119,64,130414.0,22.0,13723.0,debt_consolidation,13.46,0.399,9,0,mortgage,660.0,,0
32120,42,51455.0,2.6,20735.0,car,8.89,0.436,8,0,rent,716.0,,0
32121,56,57010.0,4.7,8840.0,car,10.66,0.374,7,1,rent,653.0,5.0,0
32122,46,49464.0,4.8,12277.0,debt_consolidation,8.65,0.416,9,0,mortgage,763.0,,0
32123,60,79970.0,6.5,15648.0,medical,7.19,0.283,5,0,rent,759.0,,0
32124,30,58736.0,3.9,10242.0,debt_consolidation,9.76,0.327,4,0,mortgage,,,0
32125,57,53091.0,0.6,23282.0,car,10.2,0.017,6,2,mortgage,653.0,30.0,0
32126,50,46408.0,6.0,10722.0,car,9.73,0.087,5,0,own,728.0,,0
32127,43,66528.0,9.3,11546.0,other,10.71,0.483,5,0,mortgage,680.0,,0
32128,39,49507.0,2.9,33135.0,debt_consolidation,11.75,0.255,5,1,rent,668.0,3.0,0
32129,56,157417.0,,35615.0,debt_consolidation,10.28,0.309,6,0,own,678.0,,0
32130,38,52089.0,2.0,40678.0,other,10.76,0.39,4,0,rent,688.0,,0
32131,22,70008.0,3.8,40236.0,car,14.29,0.522,4,0,rent,668.0,,1
32132,68,73680.0,0.0,12379.0,car,14.61,0.477,9,0,mortgage,650.0,,1
32133,43,59510.0,6.1,20058.0,car,8.51,0.165,9,0,rent,,,0
32134,29,94049.0,8.8,12566.0,other,8.4,0.15,7,0,mortgage,722.0,,0
32135,32,82868.0,3.3,24738.0,debt_consolidation,10.6,0.395,6,0,mortgage,691.0,,0
32136,62,96026.0,2.0,47191.0,medical,8.05,0.262,9,0,rent,694.0,,0
32137,37,84046.0,1.4,24922.0,debt_consolidation,12.14,0.426,12,0,rent,637.0,,0
32138,35,31388.0,0.2,40222.0,car,14.23,0.657,7,0,mortgage,692.0,,1
32139,45,83520.0,3.2,9918.0,other,7.93,0.14,6,0,mortgage,721.0,,0
32140,22,53887.0,1.6,13119.0,car,9.12,0.411,6,0,rent,719.0,,0
32141,49,55519.0,5.3,27976.0,car,8.62,0.299,9,0,mortgage,721.0,,0
32142,23,287528.0,2.8,20797.0,debt_consolidation,9.43,0.402,9,0,rent,749.0,,0
32143,62,38438.0,3.5,6079.0,car,15.7,0.215,3,2,mortgage,602.0,72.0,1
32144,42,64726.0,7.2,43581.0,debt_consolidation,14.14,0.454,4,2,own,600.0,2.0,0
32145,31,58759.0,3.0,13959.0,car,5.59,0.271,7,0,mortgage,794.0,,0
32146,43,65326.0,1.5,9308.0,debt_consolidation,11.0,0.287,7,0,mortgage,709.0,,0
32147,29,39759.0,5.2,10546.0,other,6.94,0.224,7,0,mortgage,757.0,,0
32148,37,72615.0,,17694.0,other,9.25,0.314,8,1,mortgage,686.0,20.0,0
32149,27,37409.0,,13212.0,debt_consolidation,8.48,0.231,5,0,mortgage,695.0,,0
32150,54,81490.0,0.8,30262.0,medical,6.59,0.199,5,0,rent,735.0,,0
32151,69,82749.0,0.2,25210.0,car,7.89,0.331,7,0,own,779.0,,0
32152,45,61369.0,2.4,13041.0,debt_consolidation,10.72,0.285,7,1,rent,678.0,12.0,0
32153,25,59339.0,1.7,11860.0,car,7.55,0.22,4,0,rent,777.0,,0
32154,24,124331.0,4.7,62642.0,other,5.23,0.066,7,1,mortgage,773.0,9.0,0
32155,62,96771.0,1.5,18031.0,debt_consolidation,10.83,0.273,3,0,own,708.0,,0
32156,38,71323.0,,37028.0,other,9.89,0.164,7,2,mortgage,697.0,120.0,0
32157,35,78567.0,3.3,24677.0,debt_consolidation,12.19,0.338,7,1,rent,691.0,64.0,0
32158,26,62797.0,17.0,28575.0,debt_consolidation,12.88,0.515,5,0,rent,661.0,,0
32159,54,91962.0,14.7,8904.0,medical,6.6,0.11,5,0,rent,788.0,,0
32160,24,46406.0,6.4,13796.0,debt_consolidation,7.32,0.238,7,0,mortgage,757.0,,0
32161,66,205628.0,1.3,23660.0,debt_consolidation,9.68,0.25,6,1,own,682.0,10.0,0
32162,31,69066.0,15.6,7474.0,debt_consolidation,12.94,0.461,8,0,mortgage,696.0,,0
32163,24,217442.0,,12764.0,medical,8.03,0.275,7,1,mortgage,723.0,2.0,0
32164,56,196451.0,,15421.0,debt_consolidation,8.96,0.352,5,0,rent,717.0,,0
32165,38,52597.0,0.8,10168.0,debt_consolidation,12.95,0.46,11,1,mortgage,708.0,3.0,1
32166,55,80293.0,,7106.0,debt_consolidation,9.97,0.274,6,0,rent,715.0,,0
32167,22,71004.0,0.4,29652.0,debt_consolidation,9.59,0.36,7,1,mortgage,689.0,85.0,0
32168,64,114659.0,3.0,18074.0,debt_consolidation,10.66,0.362,9,0,mortgage,686.0,,0
32169,36,69234.0,4.5,60697.0,medical,14.57,0.529,3,0,mortgage,675.0,,1
32170,58,125944.0,3.5,23235.0,car,12.35,0.423,5,1,mortgage,712.0,19.0,0
32171,67,34618.0,5.4,20118.0,other,9.9,0.315,9,0,mortgage,690.0,,0
32172,47,52600.0,2.9,15134.0,debt_consolidation,9.03,0.251,7,1,mortgage,717.0,2.0,0
32173,37,60220.0,3.1,12455.0,debt_consolidation,9.23,0.053,8,0,mortgage,708.0,,0
32174,36,48348.0,1.1,40652.0,medical,12.72,0.273,6,0,mortgage,699.0,,1
32175,55,33066.0,,23651.0,debt_consolidation,10.58,0.34,8,0,rent,706.0,,0
32176,21,89120.0,3.9,17604.0,other,8.68,0.297,6,1,mortgage,735.0,3.0,0
32177,28,37911.0,2.9,23599.0,car,7.42,0.18,6,0,mortgage,733.0,,0
32178,53,52690.0,1.5,21650.0,debt_consolidation,9.86,0.442,5,1,mortgage,724.0,7.0,0
32179,22,84598.0,21.5,14722.0,car,11.19,0.321,9,0,mortgage,668.0,,0
32180,35,112603.0,8.7,14394.0,debt_consolidation,8.9,0.399,7,0,rent,706.0,,0
32181,53,55334.0,12.4,10737.0,car,6.84,0.194,8,0,rent,706.0,,0
32182,33,40255.0,1.2,19462.0,debt_consolidation,10.98,0.459,7,0,own,702.0,,0
32183,67,52985.0,4.0,17557.0,debt_consolidation,11.65,0.489,5,0,rent,679.0,,0
32184,69,127351.0,3.0,3151.0,car,12.8,0.325,3,0,mortgage,645.0,,0
32185,22,102035.0,19.2,10345.0,debt_consolidation,6.08,0.161,5,0,rent,765.0,,0
32186,29,73007.0,3.4,40763.0,debt_consolidation,10.67,0.308,6,1,own,681.0,5.0,0
32187,66,84981.0,3.1,10017.0,other,9.1,0.257,7,0,rent,752.0,,0
32188,22,33275.0,9.1,29874.0,debt_consolidation,6.9,0.382,5,0,mortgage,821.0,,0
